timesteps,techs,parameters,value
2016-03-15 03:00:00,export_electricity,cost_flow_in,-0.00441326
2016-03-15 04:00:00,import_electricity,cost_flow_out,0.004413369
2016-03-15 04:00:00,export_electricity,cost_flow_in,-0.004413369
2016-03-15 05:00:00,import_electricity,cost_flow_out,0.00441353
2016-03-15 05:00:00,export_electricity,cost_flow_in,-0.00441353
2016-03-15 06:00:00,import_electricity,cost_flow_out,0.004413731
2016-03-15 06:00:00,export_electricity,cost_flow_in,-0.004413731
2016-03-15 07:00:00,import_electricity,cost_flow_out,0.00441376
2016-03-15 07:00:00,export_electricity,cost_flow_in,-0.00441376
2016-03-15 08:00:00,import_electricity,cost_flow_out,0.004413841
2016-03-15 08:00:00,export_electricity,cost_flow_in,-0.004413841
2016-03-15 09:00:00,import_electricity,cost_flow_out,0.004413586
2016-03-15 09:00:00,export_electricity,cost_flow_in,-0.004413586
2016-03-15 10:00:00,import_electricity,cost_flow_out,0.00441349
2016-03-15 10:00:00,export_electricity,cost_flow_in,-0.00441349
2016-03-15 11:00:00,import_electricity,cost_flow_out,0.004413423
2016-03-15 11:00:00,export_electricity,cost_flow_in,-0.004413423
2016-03-15 12:00:00,import_electricity,cost_flow_out,0.00441341
2016-03-15 12:00:00,export_electricity,cost_flow_in,-0.00441341
2016-03-15 13:00:00,import_electricity,cost_flow_out,0.004413433
2016-03-15 13:00:00,export_electricity,cost_flow_in,-0.004413433
2016-03-15 14:00:00,import_electricity,cost_flow_out,0.004413467
2016-03-15 14:00:00,export_electricity,cost_flow_in,-0.004413467
2016-03-15 15:00:00,import_electricity,cost_flow_out,0.004413586
2016-03-15 15:00:00,export_electricity,cost_flow_in,-0.004413586
2016-03-15 16:00:00,import_electricity,cost_flow_out,0.004413905
2016-03-15 16:00:00,export_electricity,cost_flow_in,-0.004413905
2016-03-15 17:00:00,import_electricity,cost_flow_out,0.004418027
2016-03-15 17:00:00,export_electricity,cost_flow_in,-0.004418027
2016-03-15 18:00:00,import_electricity,cost_flow_out,0.004422776
2016-03-15 18:00:00,export_electricity,cost_flow_in,-0.004422776
2016-03-15 19:00:00,import_electricity,cost_flow_out,0.004415015
2016-03-15 19:00:00,export_electricity,cost_flow_in,-0.004415015
2016-03-15 20:00:00,import_electricity,cost_flow_out,0.004413922
2016-03-15 20:00:00,export_electricity,cost_flow_in,-0.004413922
2016-03-15 21:00:00,import_electricity,cost_flow_out,0.004413651
2016-03-15 21:00:00,export_electricity,cost_flow_in,-0.004413651
2016-03-15 22:00:00,import_electricity,cost_flow_out,0.004413453
2016-03-15 22:00:00,export_electricity,cost_flow_in,-0.004413453
2016-03-15 23:00:00,import_electricity,cost_flow_out,0.004413383
2016-03-15 23:00:00,export_electricity,cost_flow_in,-0.004413383
2016-03-16 00:00:00,import_electricity,cost_flow_out,0.00441334
2016-03-16 00:00:00,export_electricity,cost_flow_in,-0.00441334
2016-03-16 01:00:00,import_electricity,cost_flow_out,0.004413331
2016-03-16 01:00:00,export_electricity,cost_flow_in,-0.004413331
2016-03-16 02:00:00,import_electricity,cost_flow_out,0.004413343
2016-03-16 02:00:00,export_electricity,cost_flow_in,-0.004413343
2016-03-16 03:00:00,import_electricity,cost_flow_out,0.004413382
2016-03-16 03:00:00,export_electricity,cost_flow_in,-0.004413382
2016-03-16 04:00:00,import_electricity,cost_flow_out,0.004413438
2016-03-16 04:00:00,export_electricity,cost_flow_in,-0.004413438
2016-03-16 05:00:00,import_electricity,cost_flow_out,0.00441359
2016-03-16 05:00:00,export_electricity,cost_flow_in,-0.00441359
2016-03-16 06:00:00,import_electricity,cost_flow_out,0.004413803
2016-03-16 06:00:00,export_electricity,cost_flow_in,-0.004413803
2016-03-16 07:00:00,import_electricity,cost_flow_out,0.00441392
2016-03-16 07:00:00,export_electricity,cost_flow_in,-0.00441392
2016-03-16 08:00:00,import_electricity,cost_flow_out,0.004414063
2016-03-16 08:00:00,export_electricity,cost_flow_in,-0.004414063
2016-03-16 09:00:00,import_electricity,cost_flow_out,0.004413963
2016-03-16 09:00:00,export_electricity,cost_flow_in,-0.004413963
2016-03-16 10:00:00,import_electricity,cost_flow_out,0.004413974
2016-03-16 10:00:00,export_electricity,cost_flow_in,-0.004413974
2016-03-16 11:00:00,import_electricity,cost_flow_out,0.004413867
2016-03-16 11:00:00,export_electricity,cost_flow_in,-0.004413867
2016-03-16 12:00:00,import_electricity,cost_flow_out,0.004413824
2016-03-16 12:00:00,export_electricity,cost_flow_in,-0.004413824
2016-03-16 13:00:00,import_electricity,cost_flow_out,0.004413829
2016-03-16 13:00:00,export_electricity,cost_flow_in,-0.004413829
2016-03-16 14:00:00,import_electricity,cost_flow_out,0.004413816
2016-03-16 14:00:00,export_electricity,cost_flow_in,-0.004413816
2016-03-16 15:00:00,import_electricity,cost_flow_out,0.0044139
2016-03-16 15:00:00,export_electricity,cost_flow_in,-0.0044139
2016-03-16 16:00:00,import_electricity,cost_flow_out,0.004414111
2016-03-16 16:00:00,export_electricity,cost_flow_in,-0.004414111
2016-03-16 17:00:00,import_electricity,cost_flow_out,0.004414642
2016-03-16 17:00:00,export_electricity,cost_flow_in,-0.004414642
2016-03-16 18:00:00,import_electricity,cost_flow_out,0.004414111
2016-03-16 18:00:00,export_electricity,cost_flow_in,-0.004414111
2016-03-16 19:00:00,import_electricity,cost_flow_out,0.004413696
2016-03-16 19:00:00,export_electricity,cost_flow_in,-0.004413696
2016-03-16 20:00:00,import_electricity,cost_flow_out,0.004413539
2016-03-16 20:00:00,export_electricity,cost_flow_in,-0.004413539
2016-03-16 21:00:00,import_electricity,cost_flow_out,0.004413452
2016-03-16 21:00:00,export_electricity,cost_flow_in,-0.004413452
2016-03-16 22:00:00,import_electricity,cost_flow_out,0.004413359
2016-03-16 22:00:00,export_electricity,cost_flow_in,-0.004413359
2016-03-16 23:00:00,import_electricity,cost_flow_out,0.004413217
2016-03-16 23:00:00,export_electricity,cost_flow_in,-0.004413217
2016-03-17 00:00:00,import_electricity,cost_flow_out,0.004413098
2016-03-17 00:00:00,export_electricity,cost_flow_in,-0.004413098
2016-03-17 01:00:00,import_electricity,cost_flow_out,0.004413135
2016-03-17 01:00:00,export_electricity,cost_flow_in,-0.004413135
2016-03-17 02:00:00,import_electricity,cost_flow_out,0.004413205
2016-03-17 02:00:00,export_electricity,cost_flow_in,-0.004413205
2016-03-17 03:00:00,import_electricity,cost_flow_out,0.004413313
2016-03-17 03:00:00,export_electricity,cost_flow_in,-0.004413313
2016-03-17 04:00:00,import_electricity,cost_flow_out,0.004413408
2016-03-17 04:00:00,export_electricity,cost_flow_in,-0.004413408
2016-03-17 05:00:00,import_electricity,cost_flow_out,0.004413543
2016-03-17 05:00:00,export_electricity,cost_flow_in,-0.004413543
2016-03-17 06:00:00,import_electricity,cost_flow_out,0.004413658
2016-03-17 06:00:00,export_electricity,cost_flow_in,-0.004413658
2016-03-17 07:00:00,import_electricity,cost_flow_out,0.004413642
2016-03-17 07:00:00,export_electricity,cost_flow_in,-0.004413642
2016-03-17 08:00:00,import_electricity,cost_flow_out,0.004413637
2016-03-17 08:00:00,export_electricity,cost_flow_in,-0.004413637
2016-03-17 09:00:00,import_electricity,cost_flow_out,0.004413553
2016-03-17 09:00:00,export_electricity,cost_flow_in,-0.004413553
2016-03-17 10:00:00,import_electricity,cost_flow_out,0.004413511
2016-03-17 10:00:00,export_electricity,cost_flow_in,-0.004413511
2016-03-17 11:00:00,import_electricity,cost_flow_out,0.004413465
2016-03-17 11:00:00,export_electricity,cost_flow_in,-0.004413465
2016-03-17 12:00:00,import_electricity,cost_flow_out,0.004413447
2016-03-17 12:00:00,export_electricity,cost_flow_in,-0.004413447
2016-03-17 13:00:00,import_electricity,cost_flow_out,0.00441346
2016-03-17 13:00:00,export_electricity,cost_flow_in,-0.00441346
2016-03-17 14:00:00,import_electricity,cost_flow_out,0.004413469
2016-03-17 14:00:00,export_electricity,cost_flow_in,-0.004413469
2016-03-17 15:00:00,import_electricity,cost_flow_out,0.004413493
2016-03-17 15:00:00,export_electricity,cost_flow_in,-0.004413493
2016-03-17 16:00:00,import_electricity,cost_flow_out,0.004413568
2016-03-17 16:00:00,export_electricity,cost_flow_in,-0.004413568
2016-03-17 17:00:00,import_electricity,cost_flow_out,0.004413751
2016-03-17 17:00:00,export_electricity,cost_flow_in,-0.004413751
2016-03-17 18:00:00,import_electricity,cost_flow_out,0.004413824
2016-03-17 18:00:00,export_electricity,cost_flow_in,-0.004413824
2016-03-17 19:00:00,import_electricity,cost_flow_out,0.00441376
2016-03-17 19:00:00,export_electricity,cost_flow_in,-0.00441376
2016-03-17 20:00:00,import_electricity,cost_flow_out,0.004413719
2016-03-17 20:00:00,export_electricity,cost_flow_in,-0.004413719
2016-03-17 21:00:00,import_electricity,cost_flow_out,0.004413622
2016-03-17 21:00:00,export_electricity,cost_flow_in,-0.004413622
2016-03-17 22:00:00,import_electricity,cost_flow_out,0.004413482
2016-03-17 22:00:00,export_electricity,cost_flow_in,-0.004413482
2016-03-17 23:00:00,import_electricity,cost_flow_out,0.004413421
2016-03-17 23:00:00,export_electricity,cost_flow_in,-0.004413421
2016-03-18 00:00:00,import_electricity,cost_flow_out,0.004413389
2016-03-18 00:00:00,export_electricity,cost_flow_in,-0.004413389
2016-03-18 01:00:00,import_electricity,cost_flow_out,0.004413384
2016-03-18 01:00:00,export_electricity,cost_flow_in,-0.004413384
2016-03-18 02:00:00,import_electricity,cost_flow_out,0.004413388
2016-03-18 02:00:00,export_electricity,cost_flow_in,-0.004413388
2016-03-18 03:00:00,import_electricity,cost_flow_out,0.004413416
2016-03-18 03:00:00,export_electricity,cost_flow_in,-0.004413416
2016-03-18 04:00:00,import_electricity,cost_flow_out,0.004413475
2016-03-18 04:00:00,export_electricity,cost_flow_in,-0.004413475
2016-03-18 05:00:00,import_electricity,cost_flow_out,0.004413648
2016-03-18 05:00:00,export_electricity,cost_flow_in,-0.004413648
2016-03-18 06:00:00,import_electricity,cost_flow_out,0.004413883
2016-03-18 06:00:00,export_electricity,cost_flow_in,-0.004413883
2016-03-18 07:00:00,import_electricity,cost_flow_out,0.004413911
2016-03-18 07:00:00,export_electricity,cost_flow_in,-0.004413911
2016-03-18 08:00:00,import_electricity,cost_flow_out,0.004414099
2016-03-18 08:00:00,export_electricity,cost_flow_in,-0.004414099
2016-03-18 09:00:00,import_electricity,cost_flow_out,0.004413964
2016-03-18 09:00:00,export_electricity,cost_flow_in,-0.004413964
2016-03-18 10:00:00,import_electricity,cost_flow_out,0.004413837
2016-03-18 10:00:00,export_electricity,cost_flow_in,-0.004413837
2016-03-18 11:00:00,import_electricity,cost_flow_out,0.004413697
2016-03-18 11:00:00,export_electricity,cost_flow_in,-0.004413697
2016-03-18 12:00:00,import_electricity,cost_flow_out,0.004413636
2016-03-18 12:00:00,export_electricity,cost_flow_in,-0.004413636
2016-03-18 13:00:00,import_electricity,cost_flow_out,0.00441362
2016-03-18 13:00:00,export_electricity,cost_flow_in,-0.00441362
2016-03-18 14:00:00,import_electricity,cost_flow_out,0.004413603
2016-03-18 14:00:00,export_electricity,cost_flow_in,-0.004413603
2016-03-18 15:00:00,import_electricity,cost_flow_out,0.004413601
2016-03-18 15:00:00,export_electricity,cost_flow_in,-0.004413601
2016-03-18 16:00:00,import_electricity,cost_flow_out,0.004413682
2016-03-18 16:00:00,export_electricity,cost_flow_in,-0.004413682
2016-03-18 17:00:00,import_electricity,cost_flow_out,0.00441386
2016-03-18 17:00:00,export_electricity,cost_flow_in,-0.00441386
2016-03-18 18:00:00,import_electricity,cost_flow_out,0.004413922
2016-03-18 18:00:00,export_electricity,cost_flow_in,-0.004413922
2016-03-18 19:00:00,import_electricity,cost_flow_out,0.004413723
2016-03-18 19:00:00,export_electricity,cost_flow_in,-0.004413723
2016-03-18 20:00:00,import_electricity,cost_flow_out,0.004413633
2016-03-18 20:00:00,export_electricity,cost_flow_in,-0.004413633
2016-03-18 21:00:00,import_electricity,cost_flow_out,0.004413563
2016-03-18 21:00:00,export_electricity,cost_flow_in,-0.004413563
2016-03-18 22:00:00,import_electricity,cost_flow_out,0.004413466
2016-03-18 22:00:00,export_electricity,cost_flow_in,-0.004413466
2016-03-18 23:00:00,import_electricity,cost_flow_out,0.004413381
2016-03-18 23:00:00,export_electricity,cost_flow_in,-0.004413381
2016-03-19 00:00:00,import_electricity,cost_flow_out,0.004413274
2016-03-19 00:00:00,export_electricity,cost_flow_in,-0.004413274
2016-03-19 01:00:00,import_electricity,cost_flow_out,0.004413197
2016-03-19 01:00:00,export_electricity,cost_flow_in,-0.004413197
2016-03-19 02:00:00,import_electricity,cost_flow_out,0.004413149
2016-03-19 02:00:00,export_electricity,cost_flow_in,-0.004413149
2016-03-19 03:00:00,import_electricity,cost_flow_out,0.004413209
2016-03-19 03:00:00,export_electricity,cost_flow_in,-0.004413209
2016-03-19 04:00:00,import_electricity,cost_flow_out,0.004413329
2016-03-19 04:00:00,export_electricity,cost_flow_in,-0.004413329
2016-03-19 05:00:00,import_electricity,cost_flow_out,0.004413407
2016-03-19 05:00:00,export_electricity,cost_flow_in,-0.004413407
2016-03-19 06:00:00,import_electricity,cost_flow_out,0.004413436
2016-03-19 06:00:00,export_electricity,cost_flow_in,-0.004413436
2016-03-19 07:00:00,import_electricity,cost_flow_out,0.004413405
2016-03-19 07:00:00,export_electricity,cost_flow_in,-0.004413405
2016-03-19 08:00:00,import_electricity,cost_flow_out,0.004413395
2016-03-19 08:00:00,export_electricity,cost_flow_in,-0.004413395
2016-03-19 09:00:00,import_electricity,cost_flow_out,0.004413265
2016-03-19 09:00:00,export_electricity,cost_flow_in,-0.004413265
2016-03-19 10:00:00,import_electricity,cost_flow_out,0.004412993
2016-03-19 10:00:00,export_electricity,cost_flow_in,-0.004412993
2016-03-19 11:00:00,import_electricity,cost_flow_out,0.004410634
2016-03-19 11:00:00,export_electricity,cost_flow_in,-0.004410634
2016-03-19 12:00:00,import_electricity,cost_flow_out,0.003832803
2016-03-19 12:00:00,export_electricity,cost_flow_in,-0.003832803
2016-03-19 13:00:00,import_electricity,cost_flow_out,0.003836951
2016-03-19 13:00:00,export_electricity,cost_flow_in,-0.003836951
2016-03-19 14:00:00,import_electricity,cost_flow_out,0.004411326
2016-03-19 14:00:00,export_electricity,cost_flow_in,-0.004411326
2016-03-19 15:00:00,import_electricity,cost_flow_out,0.004413097
2016-03-19 15:00:00,export_electricity,cost_flow_in,-0.004413097
2016-03-19 16:00:00,import_electricity,cost_flow_out,0.004413358
2016-03-19 16:00:00,export_electricity,cost_flow_in,-0.004413358
2016-03-19 17:00:00,import_electricity,cost_flow_out,0.004413425
2016-03-19 17:00:00,export_electricity,cost_flow_in,-0.004413425
2016-03-19 18:00:00,import_electricity,cost_flow_out,0.004413455
2016-03-19 18:00:00,export_electricity,cost_flow_in,-0.004413455
2016-03-19 19:00:00,import_electricity,cost_flow_out,0.004413444
2016-03-19 19:00:00,export_electricity,cost_flow_in,-0.004413444
2016-03-19 20:00:00,import_electricity,cost_flow_out,0.004413431
2016-03-19 20:00:00,export_electricity,cost_flow_in,-0.004413431
2016-03-19 21:00:00,import_electricity,cost_flow_out,0.004413405
2016-03-19 21:00:00,export_electricity,cost_flow_in,-0.004413405
2016-03-19 22:00:00,import_electricity,cost_flow_out,0.00441331
2016-03-19 22:00:00,export_electricity,cost_flow_in,-0.00441331
2016-03-19 23:00:00,import_electricity,cost_flow_out,0.004413136
2016-03-19 23:00:00,export_electricity,cost_flow_in,-0.004413136
2016-03-20 00:00:00,import_electricity,cost_flow_out,0.004412782
2016-03-20 00:00:00,export_electricity,cost_flow_in,-0.004412782
2016-03-20 01:00:00,import_electricity,cost_flow_out,0.004412558
2016-03-20 01:00:00,export_electricity,cost_flow_in,-0.004412558
2016-03-20 02:00:00,import_electricity,cost_flow_out,0.004412526
2016-03-20 02:00:00,export_electricity,cost_flow_in,-0.004412526
2016-03-20 03:00:00,import_electricity,cost_flow_out,0.004412735
2016-03-20 03:00:00,export_electricity,cost_flow_in,-0.004412735
2016-03-20 04:00:00,import_electricity,cost_flow_out,0.004413027
2016-03-20 04:00:00,export_electricity,cost_flow_in,-0.004413027
2016-03-20 05:00:00,import_electricity,cost_flow_out,0.004413118
2016-03-20 05:00:00,export_electricity,cost_flow_in,-0.004413118
2016-03-20 06:00:00,import_electricity,cost_flow_out,0.004412945
2016-03-20 06:00:00,export_electricity,cost_flow_in,-0.004412945
2016-03-20 07:00:00,import_electricity,cost_flow_out,0.004412287
2016-03-20 07:00:00,export_electricity,cost_flow_in,-0.004412287
2016-03-20 08:00:00,import_electricity,cost_flow_out,0.004412633
2016-03-20 08:00:00,export_electricity,cost_flow_in,-0.004412633
2016-03-20 09:00:00,import_electricity,cost_flow_out,0.00441259
2016-03-20 09:00:00,export_electricity,cost_flow_in,-0.00441259
2016-03-20 10:00:00,import_electricity,cost_flow_out,0.004412789
2016-03-20 10:00:00,export_electricity,cost_flow_in,-0.004412789
2016-03-20 11:00:00,import_electricity,cost_flow_out,0.004413036
2016-03-20 11:00:00,export_electricity,cost_flow_in,-0.004413036
2016-03-20 12:00:00,import_electricity,cost_flow_out,0.004413092
2016-03-20 12:00:00,export_electricity,cost_flow_in,-0.004413092
2016-03-20 13:00:00,import_electricity,cost_flow_out,0.004413237
2016-03-20 13:00:00,export_electricity,cost_flow_in,-0.004413237
2016-03-20 14:00:00,import_electricity,cost_flow_out,0.004413329
2016-03-20 14:00:00,export_electricity,cost_flow_in,-0.004413329
2016-03-20 15:00:00,import_electricity,cost_flow_out,0.004413428
2016-03-20 15:00:00,export_electricity,cost_flow_in,-0.004413428
2016-03-20 16:00:00,import_electricity,cost_flow_out,0.0044135
2016-03-20 16:00:00,export_electricity,cost_flow_in,-0.0044135
2016-03-20 17:00:00,import_electricity,cost_flow_out,0.004413548
2016-03-20 17:00:00,export_electricity,cost_flow_in,-0.004413548
2016-03-20 18:00:00,import_electricity,cost_flow_out,0.004413581
2016-03-20 18:00:00,export_electricity,cost_flow_in,-0.004413581
2016-03-20 19:00:00,import_electricity,cost_flow_out,0.004413525
2016-03-20 19:00:00,export_electricity,cost_flow_in,-0.004413525
2016-03-20 20:00:00,import_electricity,cost_flow_out,0.004413479
2016-03-20 20:00:00,export_electricity,cost_flow_in,-0.004413479
2016-03-20 21:00:00,import_electricity,cost_flow_out,0.004413434
2016-03-20 21:00:00,export_electricity,cost_flow_in,-0.004413434
2016-03-20 22:00:00,import_electricity,cost_flow_out,0.004413328
2016-03-20 22:00:00,export_electricity,cost_flow_in,-0.004413328
2016-03-20 23:00:00,import_electricity,cost_flow_out,0.004413128
2016-03-20 23:00:00,export_electricity,cost_flow_in,-0.004413128
2016-03-21 00:00:00,import_electricity,cost_flow_out,0.00441279
2016-03-21 00:00:00,export_electricity,cost_flow_in,-0.00441279
2016-03-21 01:00:00,import_electricity,cost_flow_out,0.004412421
2016-03-21 01:00:00,export_electricity,cost_flow_in,-0.004412421
2016-03-21 02:00:00,import_electricity,cost_flow_out,0.004412012
2016-03-21 02:00:00,export_electricity,cost_flow_in,-0.004412012
2016-03-21 03:00:00,import_electricity,cost_flow_out,0.004412368
2016-03-21 03:00:00,export_electricity,cost_flow_in,-0.004412368
2016-03-21 04:00:00,import_electricity,cost_flow_out,0.004412993
2016-03-21 04:00:00,export_electricity,cost_flow_in,-0.004412993
2016-03-21 05:00:00,import_electricity,cost_flow_out,0.004413295
2016-03-21 05:00:00,export_electricity,cost_flow_in,-0.004413295
2016-03-21 06:00:00,import_electricity,cost_flow_out,0.004413346
2016-03-21 06:00:00,export_electricity,cost_flow_in,-0.004413346
2016-03-21 07:00:00,import_electricity,cost_flow_out,0.004413323
2016-03-21 07:00:00,export_electricity,cost_flow_in,-0.004413323
2016-03-21 08:00:00,import_electricity,cost_flow_out,0.004413319
2016-03-21 08:00:00,export_electricity,cost_flow_in,-0.004413319
2016-03-21 09:00:00,import_electricity,cost_flow_out,0.004413285
2016-03-21 09:00:00,export_electricity,cost_flow_in,-0.004413285
2016-03-21 10:00:00,import_electricity,cost_flow_out,0.004413251
2016-03-21 10:00:00,export_electricity,cost_flow_in,-0.004413251
2016-03-21 11:00:00,import_electricity,cost_flow_out,0.00441319
2016-03-21 11:00:00,export_electricity,cost_flow_in,-0.00441319
2016-03-21 12:00:00,import_electricity,cost_flow_out,0.004413094
2016-03-21 12:00:00,export_electricity,cost_flow_in,-0.004413094
2016-03-21 13:00:00,import_electricity,cost_flow_out,0.004413222
2016-03-21 13:00:00,export_electricity,cost_flow_in,-0.004413222
2016-03-21 14:00:00,import_electricity,cost_flow_out,0.004413343
2016-03-21 14:00:00,export_electricity,cost_flow_in,-0.004413343
2016-03-21 15:00:00,import_electricity,cost_flow_out,0.0044134
2016-03-21 15:00:00,export_electricity,cost_flow_in,-0.0044134
2016-03-21 16:00:00,import_electricity,cost_flow_out,0.004413442
2016-03-21 16:00:00,export_electricity,cost_flow_in,-0.004413442
2016-03-21 17:00:00,import_electricity,cost_flow_out,0.00441347
2016-03-21 17:00:00,export_electricity,cost_flow_in,-0.00441347
2016-03-21 18:00:00,import_electricity,cost_flow_out,0.004413467
2016-03-21 18:00:00,export_electricity,cost_flow_in,-0.004413467
2016-03-21 19:00:00,import_electricity,cost_flow_out,0.004413422
2016-03-21 19:00:00,export_electricity,cost_flow_in,-0.004413422
2016-03-21 20:00:00,import_electricity,cost_flow_out,0.004413382
2016-03-21 20:00:00,export_electricity,cost_flow_in,-0.004413382
2016-03-21 21:00:00,import_electricity,cost_flow_out,0.004413322
2016-03-21 21:00:00,export_electricity,cost_flow_in,-0.004413322
2016-03-21 22:00:00,import_electricity,cost_flow_out,0.004413196
2016-03-21 22:00:00,export_electricity,cost_flow_in,-0.004413196
2016-03-21 23:00:00,import_electricity,cost_flow_out,0.004412889
2016-03-21 23:00:00,export_electricity,cost_flow_in,-0.004412889
2016-03-22 00:00:00,import_electricity,cost_flow_out,0.004412602
2016-03-22 00:00:00,export_electricity,cost_flow_in,-0.004412602
2016-03-22 01:00:00,import_electricity,cost_flow_out,0.004412582
2016-03-22 01:00:00,export_electricity,cost_flow_in,-0.004412582
2016-03-22 02:00:00,import_electricity,cost_flow_out,0.004412616
2016-03-22 02:00:00,export_electricity,cost_flow_in,-0.004412616
2016-03-22 03:00:00,import_electricity,cost_flow_out,0.004412902
2016-03-22 03:00:00,export_electricity,cost_flow_in,-0.004412902
2016-03-22 04:00:00,import_electricity,cost_flow_out,0.004413216
2016-03-22 04:00:00,export_electricity,cost_flow_in,-0.004413216
2016-03-22 05:00:00,import_electricity,cost_flow_out,0.004413373
2016-03-22 05:00:00,export_electricity,cost_flow_in,-0.004413373
2016-03-22 06:00:00,import_electricity,cost_flow_out,0.004413416
2016-03-22 06:00:00,export_electricity,cost_flow_in,-0.004413416
2016-03-22 07:00:00,import_electricity,cost_flow_out,0.004413425
2016-03-22 07:00:00,export_electricity,cost_flow_in,-0.004413425
2016-03-22 08:00:00,import_electricity,cost_flow_out,0.004413431
2016-03-22 08:00:00,export_electricity,cost_flow_in,-0.004413431
2016-03-22 09:00:00,import_electricity,cost_flow_out,0.004413349
2016-03-22 09:00:00,export_electricity,cost_flow_in,-0.004413349
2016-03-22 10:00:00,import_electricity,cost_flow_out,0.004413283
2016-03-22 10:00:00,export_electricity,cost_flow_in,-0.004413283
2016-03-22 11:00:00,import_electricity,cost_flow_out,0.004413257
2016-03-22 11:00:00,export_electricity,cost_flow_in,-0.004413257
2016-03-22 12:00:00,import_electricity,cost_flow_out,0.004413307
2016-03-22 12:00:00,export_electricity,cost_flow_in,-0.004413307
2016-03-22 13:00:00,import_electricity,cost_flow_out,0.004413398
2016-03-22 13:00:00,export_electricity,cost_flow_in,-0.004413398
2016-03-22 14:00:00,import_electricity,cost_flow_out,0.004413469
2016-03-22 14:00:00,export_electricity,cost_flow_in,-0.004413469
2016-03-22 15:00:00,import_electricity,cost_flow_out,0.004413504
2016-03-22 15:00:00,export_electricity,cost_flow_in,-0.004413504
2016-03-22 16:00:00,import_electricity,cost_flow_out,0.004413521
2016-03-22 16:00:00,export_electricity,cost_flow_in,-0.004413521
2016-03-22 17:00:00,import_electricity,cost_flow_out,0.004413544
2016-03-22 17:00:00,export_electricity,cost_flow_in,-0.004413544
2016-03-22 18:00:00,import_electricity,cost_flow_out,0.004413531
2016-03-22 18:00:00,export_electricity,cost_flow_in,-0.004413531
2016-03-22 19:00:00,import_electricity,cost_flow_out,0.004413479
2016-03-22 19:00:00,export_electricity,cost_flow_in,-0.004413479
2016-03-22 20:00:00,import_electricity,cost_flow_out,0.004413437
2016-03-22 20:00:00,export_electricity,cost_flow_in,-0.004413437
2016-03-22 21:00:00,import_electricity,cost_flow_out,0.004413406
2016-03-22 21:00:00,export_electricity,cost_flow_in,-0.004413406
2016-03-22 22:00:00,import_electricity,cost_flow_out,0.004413276
2016-03-22 22:00:00,export_electricity,cost_flow_in,-0.004413276
2016-03-22 23:00:00,import_electricity,cost_flow_out,0.004412899
2016-03-22 23:00:00,export_electricity,cost_flow_in,-0.004412899
2016-03-23 00:00:00,import_electricity,cost_flow_out,0.00441254
2016-03-23 00:00:00,export_electricity,cost_flow_in,-0.00441254
2016-03-23 01:00:00,import_electricity,cost_flow_out,0.004412429
2016-03-23 01:00:00,export_electricity,cost_flow_in,-0.004412429
2016-03-23 02:00:00,import_electricity,cost_flow_out,0.00441235
2016-03-23 02:00:00,export_electricity,cost_flow_in,-0.00441235
2016-03-23 03:00:00,import_electricity,cost_flow_out,0.004412601
2016-03-23 03:00:00,export_electricity,cost_flow_in,-0.004412601
2016-03-23 04:00:00,import_electricity,cost_flow_out,0.004412992
2016-03-23 04:00:00,export_electricity,cost_flow_in,-0.004412992
2016-03-23 05:00:00,import_electricity,cost_flow_out,0.004413296
2016-03-23 05:00:00,export_electricity,cost_flow_in,-0.004413296
2016-03-23 06:00:00,import_electricity,cost_flow_out,0.004413387
2016-03-23 06:00:00,export_electricity,cost_flow_in,-0.004413387
2016-03-23 07:00:00,import_electricity,cost_flow_out,0.004413399
2016-03-23 07:00:00,export_electricity,cost_flow_in,-0.004413399
2016-03-23 08:00:00,import_electricity,cost_flow_out,0.00441336
2016-03-23 08:00:00,export_electricity,cost_flow_in,-0.00441336
2016-03-23 09:00:00,import_electricity,cost_flow_out,0.004413257
2016-03-23 09:00:00,export_electricity,cost_flow_in,-0.004413257
2016-03-23 10:00:00,import_electricity,cost_flow_out,0.00441326
2016-03-23 10:00:00,export_electricity,cost_flow_in,-0.00441326
2016-03-23 11:00:00,import_electricity,cost_flow_out,0.004413305
2016-03-23 11:00:00,export_electricity,cost_flow_in,-0.004413305
2016-03-23 12:00:00,import_electricity,cost_flow_out,0.0044134
2016-03-23 12:00:00,export_electricity,cost_flow_in,-0.0044134
2016-03-23 13:00:00,import_electricity,cost_flow_out,0.004413442
2016-03-23 13:00:00,export_electricity,cost_flow_in,-0.004413442
2016-03-23 14:00:00,import_electricity,cost_flow_out,0.004413458
2016-03-23 14:00:00,export_electricity,cost_flow_in,-0.004413458
2016-03-23 15:00:00,import_electricity,cost_flow_out,0.004413464
2016-03-23 15:00:00,export_electricity,cost_flow_in,-0.004413464
2016-03-23 16:00:00,import_electricity,cost_flow_out,0.004413479
2016-03-23 16:00:00,export_electricity,cost_flow_in,-0.004413479
2016-03-23 17:00:00,import_electricity,cost_flow_out,0.004413508
2016-03-23 17:00:00,export_electricity,cost_flow_in,-0.004413508
2016-03-23 18:00:00,import_electricity,cost_flow_out,0.004413499
2016-03-23 18:00:00,export_electricity,cost_flow_in,-0.004413499
2016-03-23 19:00:00,import_electricity,cost_flow_out,0.00441343
2016-03-23 19:00:00,export_electricity,cost_flow_in,-0.00441343
